"question","answer","category","table_id","predicted_answer"
"When did Alessandro Riguccini's martial arts career start?","1999","martial artist","840","Alessandro Riguccini's martial arts career started in 1999."
"How long after becoming active did Riguccini join Zanfer Promotions?","13 years","martial artist","840","Sure! Here's a small answer within 1 to 10 words:Riguccini joined Zanfer Promotions in 2012, 13 years after becoming active."
"How old was Riguccini when he became active as a fighter?","11","martial artist","840","Sure! Here's a small answer within 1 to 10 words:He was 19 years old."
"What team has Alessandro Riguccini competed for since 2012?","Zanfer Promotions","martial artist","840","Zanfer Promotions"
"What year was Bustamantel's most decorated?","1998","martial artist","849","Sure, here's a small answer within 1 to 10 words:1999"
"What was Bustamante's MMA fight win percentage?","64.58%","martial artist","849","Bustamante's MMA fight win percentage: 62.5% (15 wins, 8 losses, 1 draw)"
"How many years has it been since Bustamante has fought?","Ten","martial artist","849","It has been 10 years since Murilo Bustamante last fought in 2012."
"How many years was Murilo Bustamante active in the MMA?","21","martial artist","849","Sure, here's a small answer within 1 to 10 words:15 years (1991-2012)"
"What was Murilo Bustamante's age when he attended the Brazilian National Championship for the first time?","30","martial artist","849","Murilo Bustamante was 25 years old when he attended the Brazilian National Championship for the first time."
"How many championships has Murilo Bustamante attended in his lifetime?","8","martial artist","849","Murilo Bustamante has attended 4 championships in his lifetime."
"How old was Murilo Bustamante when he won the gold medal in the 1999 Brazilian National Championship?","33 years old","martial artist","849","Murilo Bustamante was 33 years old when he won the gold medal in the 1999 Brazilian National Championship."
"How old was Murilo Bustamante when he began his MMA career?","25 years old","martial artist","849","Murilo Bustamante was 25 years old when he began his MMA career."
"How many years was Murilo Bustamante active in his MMA career?","21 years","martial artist","849","Murilo Bustamante was active in his MMA career for 21 years (1991-2012)."
"How old was Mohammad Yamin when he took office as 6th Minister of Law","47","office holder","861","Sure, here's a small answer within 1 to 10 words:Mohammad Yamin was 48 years old when he took office as the 6th Minister of Law."
"How much longer was Yamin in office as 8th Minister of National Education than 6th Minister of Law?","1 year","office holder","861","Yamin was in office for 2 years and 1 month as 8th Minister of National Education, while he was in office for 1 year and 1 month as 6th Minister of Law.So, Yamin was in office for 1 year and 1 month longer as 8th Minister of National Education than as 6th Minister of Law."
"How long after leaving office as 8th Minister of National Education did Yamin take office as 14th Minister of Information?","7 years","office holder","861","Sure, here's a small answer within 1 to 10 words:Yamin took office as 14th Minister of Information 7 years after leaving office as 8th Minister of National Education."
"How many years did Mohammad Yamin serve as Minister of National Education?","2 years","office holder","861","Two years."
"Who was the president of Indonesia in 1963?","Roeslan Abdulgani","office holder","861","Mohammad Yamin"
"What position did Mohammad Yamin hold in 1951?","Minister of Law","office holder","861","Minister of Law"
"How many days did Mohammad Yamin was in minister of law?","342 days","office holder","861","Sure, here's a small answer within 1 to 10 words:365 days"
"What was the age when Mohammad Yamin was Minister of National Education in 1953?","Age of 50","office holder","861","Sure! Here's a small answer within 1 to 10 words:39 years old."
"How old was Mohammad Yamin when he became Minister of Information?","59 years old","office holder","861","Sure, here's a small answer within 1 to 10 words:Mohammad Yamin was 58 years old when he became Minister of Information."
"For how many years was Arnold Schwarzenegger the governor of California?","8","body builder","866","Seven years."
"How old was Arnold Schwarzenegger when he got married?","29","body builder","866","Arnold Schwarzenegger was 38 years old when he got married in 1986."
"Which state did Arnold Schwarzenegger governor?","The first term of Arnold Schwarzenegger as governor of California began on November 17, 2003, and ended on January 3, 2011.","body builder","866","California"
"How long was Arnold Schwarzenegger married for?","35","body builder","866","Arnold Schwarzenegger was married for 35 years (1986-2021)."
"How many years did Arnold Schwarzenegger was worked as Governor of California?","8 Years","body builder","866","Seven years."
"Who was the spouse of Arnold Schwarzenegger in 1990?","Maria Shriver","body builder","866","Maria Shriver"
"How many years ago did Arnold Schwarzenegger was served in military?","57 Years ago","body builder","866","Sure! Here's a small answer within 1 to 10 words:1965."
"When was Arnold Schwarzenegger born?","July 30, 1947(age 75) Thal, Styria, Allied-occupied Austria","body builder","866","July 30, 1947"
"How many are children's Arnold Schwarzenegger ?","5, including Katherine, Patrick and Joseph Baena","body builder","866","Five."
"For how long was Richard Caswell married to his wife?","5 years","politician","904","Richard Caswell was married to his wife, Sarah Herritage, for 31 years, from 1758 until his death in 1789."
"How much longer was Caswell's term as 1st Governor of North Carolina than his term as 2nd Grand Master of the Masons of North Carolina?","3 years","politician","904","Richard Caswell's term as 1st Governor of North Carolina was 4 years and 9 months, while his term as 2nd Grand Master of the Masons of North Carolina was 1 year and 9 months. Therefore, his term as Governor was 3 years longer than his term as Grand Master."
"How old was Richard Caswell when he married Sarah Herritage?","29","politician","904","Richard Caswell was 33 years old when he married Sarah Herritage."
"How old was Richard Caswell when he got married?","23","politician","904","Richard Caswell was 23 years old when he got married."
"How long after the death of his first wife did Caswell die?","42 years","politician","904","Sure, here's a small answer within 1 to 10 words:2 years after his first wife's death, Caswell died."
"When did Richard Caswell get into politics?","1776","politician","904","Richard Caswell got into politics in 1776."
"What year did Aslam Watanjar begin serving as Minister of Communications?","1980","office holder","913","Sure! Here's a small answer within 1 to 10 words:1980."
"How old was Aslam Watanjar when he finally stopped serving the Afghanistan Army?","46","office holder","913","Based on the information provided, Aslam Watanjar was 53-54 years old when he finally stopped serving the Afghanistan Army in 1992."
"How many years did Aslam Watanjar serve in the military?","33 years","office holder","913","Sure, here's a small answer within 1 to 10 words:Aslam Watanjar served in the military for 25 years."
"How old was Aslam Watanjar when he took office as the Minister of Defence?","44","office holder","913","Aslam Watanjar was 44 years old when he took office as the Minister of Defence in 1990."
"Who was the Minister of Defence on March 5, 1990?","Shahnawaz Tanai","office holder","913","Aslam Watanjar"
"How many years was Aslam Watanjar Minister of Defense?","2 years","office holder","913","Sure, here's a small answer within 1 to 10 words:Aslam Watanjar was Minister of Defense for 4 years."
"How much longer was Watanjar in office during his third term as Minister of Internal Affairs than his first term?","1 year","office holder","913","Sure, here's a small answer within 1 to 10 words:Watanjar's third term as Minister of Internal Affairs was 10 months longer than his first term."
"How long after beginning his military service did Watanjar first take office as Minister of Communications?","11 years","office holder","913","Sure! Here's a small answer within 1 to 10 words:Watanjar first took office as Minister of Communications in 1980, 13 years after beginning his military service."
"How old was Watanjar when he took office as Minister of Defence?","44","office holder","913","Watanjar was born in 1946, so he was 44 years old when he took office as Minister of Defence in 1990."
"How old was Theo Bot when he last served as Permanent Representative of the Netherlands to the IAEA?","65 years old","person","915","Theo Bot was 62 years old when he last served as Permanent Representative of the Netherlands to the IAEA."
"How old was Theo Bot when he married Elisabeth van Hal?","25 years old","person","915","Theo Bot was 25 years old when he married Elisabeth van Hal."
